sentence,gold_root,pred_root
<s>United Nations</s> said <t>EU</t> must mediate US-Iran conflict.,REQUEST,REQUEST
"<s>Israeli Prime Minister Benjamin Netanyahu</s> will meet <t>French President Emmanuel Macron</t> in Paris in early December for talks expected to include developments in Lebanon, Netanyahu's office said on Sunday.",AGREE,CONSULT
<s>China</s> continues with its humanitarian efforts in Africa by donating medical supplies to <t>various African countries</t> to fight COVID-19.,AID,AID
<s>Bahrain's High Criminal Court</s> convicted <t>Iran's Future Bank</t> on money laundering charges.,ACCUSE,ACCUSE
"In 2015, <s>al Shabaab gunmen</s> killed <t>148 students at a university in Kenya's Garissa town near the Kenya-Somali border</t>, an attack that provoked shock and outrage in Kenya and abroad.",ASSAULT,ASSAULT
"Clashes between <s>Turkish</s> and <t>Syrian forces</t> continued intermittently on Tuesday around Saraqeb, a town 15km (9 miles) east of Idlib city.",ASSAULT,ASSAULT
"JUBA, Aug. 9 (Xinhua) -- <s>South Sudanese President Salva Kiir</s> on Wednesday night granted amnesty to <t>rebel leader Riek Machar</t>, a few days after warring parties signed a power-sharing deal in Sudan.",AID,YIELD
Earlier this month <s>the EU</s> announced fresh sanctions on <t>a unit of the Iranian intelligence agency and two individuals over alleged assassination plots</t>.,COERCE,SANCTION
"<s>Indonesia</s> has established diplomatic ties with <t>the South Pacific island nation of Nauru</t>, in what the <s>Indonesia</s>n government said is an effort to expand opportunities and strengthen links between the two countries.",SUPPORT,AGREE
"<s>The Taliban</s> have rejected <t>an Afghan government call</t> for a ceasefire for the Muslim holy month of Ramadan and to let authorities focus on tackling the coronavirus, raising new concern about prospects for a fragile peace process.",REJECT,REJECT
<s>U.S. President Donald Trump</s> has accepted an invitation to meet with <t>Kim Jong Un</t> to negotiate Pyongyang's nuclear program.,AGREE,AGREE
"<s>Indian troops</s> remained on alert at the Galwan Valley in <t>the Ladakh region of the western Himalayas</t> three days after the clash, in which India said 20 of its soldiers were killed and China had also suffered casualties.",MOBILIZE,MOBILIZE
"<s>New York Governor Andrew Cuomo</s> has declined to resign after allegations of harassment by several women, despite the pressure by <t>the US Congress</t>.",REJECT,REJECT
"At the EU summit in Copenhagen last week, <s>Czech Prime Minister Vladimir Spidla</s> and <t>Austrian Chancellor Wolfgang Schuessel</t> agreed that both parties will fulfill their existing obligations concerning Temelin.",SUPPORT,AGREE
<s>Pakistan-based groups</s> have launched cyber warfare against <t>India</t>.,COERCE,ASSAULT
<s>The US and South Korea</s> have reduced humanitarian aid to <t>Kim Jong-un's regime</t> in recent years over the country's persistent threats and continued nuclear weapons development.,SANCTION,SANCTION
<s>US President Donald Trump</s> on Saturday proposed a weekend meeting with <t>Kim Jong Un</t> at the demilitarized zone (DMZ) between North and South Korea.,AGREE,CONSULT
<s>A Moscow court</s> convicted <t>a Norwegian man</t> on Tuesday of spying on Russian navy submarines and sentenced him to 14 years in a hard labor camp.,COERCE,COERCE
"<s>U.S. President, Donald Trump</s> on Friday rejected <t>a UN arms trade treaty</t> approved by his predecessor Barack Obama and is currently waiting in the Senate for ratification.",REJECT,REJECT
<s>Secretary-General Antonio Guterres</s> will be attending <t>the Arab League summit in Tunis</t> this weekend.,CONSULT,CONSULT
<s>Croatia</s> has opened its borders to <t>refuges from Serbia</t>.,YIELD,AID
"<s>Russia</s> demanded a meeting of the <t>UN Security Council</t> to discuss the poisoning of former spy Sergei Skripal and his daughter, as tensions about the use of a chemical agent on British soil continued to escalate Wednesday.",REQUEST,REQUEST
<s>Japan</s> decided on Thursday to ease some sanctions on <t>North Korea</t> in return for its reopening of a probe into the fate of <s>Japan</s>ese citizens abducted by the reclusive state decades ago.,YIELD,YIELD
<s>The United States</s> eased some sanctions against <t>Burma</t>.,YIELD,YIELD
"Regardless of what the EU thinks, <s>Italian Prime Minister Giuseppe Conte</s> plans to sign a preliminary accord at the end of March when <t>Chinese President Xi Jinping</t> visits.",AGREE,AGREE
"<s>The European Commission</s> is allocating €95 million in humanitarian support to address the most pressing needs of people in <t>Yemen</t> amid record highs of child malnutrition, an imminent threat of famine and renewed fighting.",AID,AID
<s>The Islamic Resistance</s> will not release the soldiers unless <t>Israel</t> releases the Lebanese detainees.,REQUEST,REJECT
<s>Yvon Neptune</s> will not end the strike until <t>the Interim Government of Haiti (IGH) </t>drops the charges against him,THREATEN,REQUEST
<s>Defense Minister Waldir Pires</s> defended <t>Brazil</t>'s air traffic control system as one of the most secure in the world in testimony before Congress on Wednesday.,SUPPORT,CONSULT
"<s>Bulgaria's Minister for Foreign Affairs, Ekaterina Zaharieva</s>, has welcomed the visit by the <t>Sudanese Foreign Minister, Professor Ibrahim Ahmed Ghandour</t>, to her country saying the Sudan remains one of the best partners for the EU in combatting terrorism, violent fundamentalism, illegal migration and human trafficking.",SUPPORT,CONSULT
"Separately, <s>a Taliban suicide bomber</s> detonated his explosives-laden vehicle in the early morning Saturday near an <t>Afghan army base in southern Helmand province</t>, killing at least six people and wounding many more.",ASSAULT,ASSAULT
<s>The U.S. Treasury Department</s> removed the sanctions on <t>Rusal and other companies linked to Russian oligarch Oleg Deripaska</t>.,YIELD,YIELD
<s>A rebel leader</s> dropped his guns and surrendered on Friday in <t>the Democratic Republic of Congo</t>.,YIELD,YIELD
"WASHINGTON - <s>Attorney General William Barr</s> has declared a law enforcement emergency in <t>Alaska</t>, clearing the way for the Justice Department to award more than $10 million to combat crime in rural <t>Alaska</t>n communities.",COERCE,AID
"<s>Britain</s> is deploying 300 troops to the UN peacekeeping mission in <t>Mali</t> to help strengthen security and human rights there, its defense ministry said Thursday.",AID,AID
"<s>Secretary of State Rex Tillerson and Russian Foreign Minister Sergey Lavrov</s> will attend the meeting between <t>President Trump and President Vladimir Putin</t> at the G20 summit, along with translators for each side.",AGREE,CONSULT
"(Reuters) - <s>Philippine President Gloria Macapagal Arroyo</s> pardoned <t>Joseph Estrada</t> on Thursday, overturning a conviction by an anti-graft court that found the former movie star president guilty of plunder and jailed him for life.",YIELD,YIELD
<s>The FLA</s> will not release <t>the kidnap victims</t> in the coming weeks.,REJECT,REJECT
"<s>The Soviet Union</s> also lifted its boycott of <t>the Security Council</t>, allowing its ambassador to the UN to exercise his veto power again, thus eliminating the possibility of any further substantial action within <t>the Security Council</t>.",YIELD,YIELD
"<s>Russia</s> has refused to join in <t>the North Atlantic Treaty Organisation (NATO) </t>exercises, called Peace Shield 2000.",REJECT,REJECT
"Although, <s>US President Trump</s> in 2017 renouncing the President Obama's Af-Pak Policy has increased the US military in <t>Afghanistan</t>.",MOBILIZE,MOBILIZE
"<s>Somalia's al Shabaab fighters</s> attacked <t>a military base outside the capital Mogadishu</t> using car bombs and guns, killing 17 soldiers and taking control of the base and a nearby town, the group said on Friday.",ASSAULT,ASSAULT
<s>Russia</s> is ready to contribute to the normalization of the situation in <t>Mali</t> and the creation of conditions for lasting peace and stability there.,AGREE,AGREE
"<s>Spanish police</s> arrested <t>a Moroccan man</t> in Barcelona with suspected links to Islamic State who they believed was planning a militant attack, police said on Friday.",COERCE,COERCE
"<s>Syrian government warplanes</s> attacked <t>the final rebel-held city near Damascus</t> on Friday, killing dozens of people, as civilians who had spent days agonizing over whether to stay or go feared that their decision had been made for them.",ASSAULT,ASSAULT
"WASHINGTON - <s>The Senate</s> has confirmed <t>President Donald Trump's nominee</t> for a Philadelphia-based appeals court, despite opposition from the nominee's two home-state senators.",YIELD,SUPPORT
"<s>International Monetary Fund chief Christine Lagarde</s> has postponed a planned trip to the <t>Middle East</t> with a stop in Saudi Arabia for an investment conference, after a prominent journalist's disappearance.",REJECT,CONSULT
<s>The US</s> has offered logistical support to <t>French operations</t> in the country's former colony.,AGREE,SUPPORT
<s>RTC workers</s> will not end the strike until <t>the government</t> fulfils our demands.,REQUEST,REQUEST
<s>Britain</s> and <t>the United States</t> on Wednesday signed an agreement on customs processes to keep trade flowing smoothly between the two countries when <s>Britain</s> fully leaves the orbit of the European Union at the end of the year.,SUPPORT,AGREE
<s>Tajikistan</s> says it will not accept refugees from <t>Afghanistan</t> even if they are fleeing the country to avoid a military attack.,REJECT,REJECT
"<s>US troops</s> provided emergency food relief for <t>nearly four million people</t> in the first three months after the earthquake, the largest emergency food distribution ever.",AID,AID
<s>Zimbabwean police</s> have fired tear gas to break up protests against the country's worsening economic crisis in <t>the capital Harare</t>.,COERCE,ASSAULT
<s>Kuwait</s> launched a mediation effort between <t>the National Democratic Alliance and Hadas</t>.,CONSULT,CONSULT
"<s>Former Indian prime minister Atal Behari Vajpayee</s> followed by his successor Manmohan Singh agreed to dialogue with <t>Pakistani President Pervez Musharraf</t> over a range of issues including Kashmir, the Himalayan territory that is divided between India and Pakistan.",AGREE,AGREE
<s>Iran</s> threatened to attack <t>US Army base</t> and kill top general.,THREATEN,THREATEN
<s>The European Union</s> has imposed sanctions today against <t>Russia</t> for its involvement in the 2015 German Parliament (Bundestag) hack.,COERCE,SANCTION
<s>The U.S. Government</s> has provided peacekeeping training to <t>AMISOM</t> through the Department of State's Africa Contingency Operations Training and Assistance (ACOTA) program.,AID,AID
"<s>The International Monetary Fund board</s> last week approved a zero-interest, $118.2-million loan for recovery efforts in <t>Mozambique</t>.",AID,AID
"MANILA, Philippines -- <s>Candidates from an opposition coalition</s> have expressed support of <t>former Foreign Affairs Secretary Albert del Rosario and former Ombudsman Conchita Carpio Morales</t> for filing a communication before the International Criminal Court.",SUPPORT,SUPPORT
<s>EU and UN</s> hand over urgently needed essential medical supplies to <t>the Nigerian Government</t>.,AID,AID
"<s>The American government</s> has imposed sanctions intended to force out <t>Mr. Maduro</t>, but he has the support of some other nations, including Russia and China.",COERCE,SANCTION
<s>Texas League of United Latin American Citizens (LULAC) </s>is demanding resignation or removal of <t>Senator Ted Cruz</t> for inciting acts of sedition.,REQUEST,ACCUSE
<s>Libyan Prime Minister Fayez al-Sarraj</s> meanwhile rejected the <t>EU</t> proposal for asylum processing centres in his country.,REJECT,REJECT
"<s>Congress</s> will fully support <t>the Philippine Plan of Action to End Violence Against Children (PPAEVAC) </t>, Davao City Rep. Karlo Nograles said yesterday.",SUPPORT,SUPPORT
"<s>Ghana</s> closed its borders with <t>Ivory Coast, Togo and Burkina Faso</t> to address any security concerns related to the Sunday's run-off election.",ASSAULT,SANCTION
"According to the Hamas-run Gaza Health Ministry, since the launch of the demonstrations, <s>the Israeli army</s> has shot and killed 305 <t>Palestinian demonstrators</t>, including 59 children and 10 women.",ASSAULT,ASSAULT
"Washington, Nov 29 (IANS) <s>The US Senate</s> on Wednesday blocked <t>an expedited vote on legislation intended to protect Special Counsel Robert Mueller</t>, who's leading the Russia investigation, from being fired.",REJECT,REJECT
<s>The British government</s> has now reduced the humanitarian aid to the <t>Yemen</t>.,SANCTION,AID
"<s>Kyrgyz President Sooronbay Jeenbekov</s> resigned Thursday, after 10 days of unrest sparked by disputed parliamentary elections in <t>Kyrgyzstan</t>.",YIELD,YIELD
<s>The Seoul Central District Prosecutors' Office</s> has ordered <t>a former presidential staff member of Roh</t> to appear for questioning.,REQUEST,REQUEST
<s>Israel</s> has violated a ban on the transfer of civilian populations into territory the government occupies.,REJECT,COERCE
<s>Suharto</s> resigned as president of <t>Indonesia</t> on 21 May 1998 following the collapse of support for his three-decade-long presidency.,YIELD,YIELD
"<s>Mr. Sisi</s> has rejected <t>loud appeals to release Aya Hijazi, an American aid worker</t> imprisoned in Egypt, while Mr. Trump's White House is considering slashing foreign aid to countries including Egypt.",REJECT,REJECT
"<s>The United Kingdom's parliament</s> on Tuesday again rejected <t>Prime Minister Theresa May's Brexit deal</t>, throwing further uncertainty into how the country will break away from the European Union.",REJECT,REJECT
<s>Human Rights Watch</s> said that <t>Sudanese authorities</t> must ensure security so that Darfurians could safely return to their homes and farms.,REQUEST,REQUEST
<s>UN Security Council members</s> on Wednesday overwhelmingly rejected <t>Russia</t>'s draft resolution on humanitarian aid border crossings into Syrian rebel strongholds.,REJECT,REJECT
"<s>Gokul Baskota</s> said that the Government will not remove the sanctions on <t>outlawed Bikram Chand-led Communist Party of Nepal (CPN-Maoists-Chand) </t>, reports Republica.",REJECT,REJECT
"Last August, <s>a UN report</s> accused <t>the Myanmar military</t> of mass killings and rapes of Rohingya with ""genocidal intent"" in 2017 in an operation that drove more than 700,000 of them to flee to Bangladesh, according to UN agencies.",ACCUSE,ACCUSE
The <s>Russian</s> and <t>US navies</t> today began a joint military exercise in the sea of japan to test their capability of joint salvage operations at sea.,COOPERATE,COOPERATE
<s>Hong Kong police</s> arrested <t>a man on a London-bound flight</t> on on suspicion of having stabbed a police officer in the arm during 's protests.,COERCE,COERCE
"MANILA, Philippines -- <s>President Duterte</s> supports a plan to implement a major revamp in <t>the Philippine National Police</t> as the PNP struggles to survive the controversy brought by the alleged involvement of some police officers in the recycling of illegal drugs seized during raids.",AGREE,SUPPORT
<s>Mexico</s> had decided to grant political asylum to <t>Evo Morales</t> in virtue of the urgent situation which he faces in Bolivia.,AID,AID
"In fact, <s>North Korea</s> also refused to accept a request from <t>the Chinese public security</t> for repatriation of 20 <s>North Korea</s>n defectors imprisoned in Dandong prison in Liaoning Province, China in February.",REJECT,REJECT
<s>Iran's Supreme Leader</s> on Monday rejected <t>US President Donald Trump</t> of unconditional talks to improve bilateral ties and he also accused the Iranian government of economic mismanagement in the face of reimposed US sanctions.,REJECT,REJECT
"One year from today, <s>the UN</s> will lift its travel ban on <t>key Iranian officials including IRGC commander Qasem Soleimani</t>, the pro-Israel lobby tweeted.",AGREE,YIELD
<s>Rep. Alexandria Ocasio-Cortez</s> (D-N.Y.) Thursday demanded <t>the removal of President Trump</t> either using the 25th Amendment or impeachment.,REQUEST,REQUEST
"<s>Obama</s> Increases Number of <t>Syrian Refugees</t> for U.S. Resettlement to 10,000.",AID,AID
"<s>Jeremy Hunt, the Foreign Secretary</s>, on Thursday dismissed <t>the suggestion of a prisoner swap for a British-Iranian mother</t> being held in Tehran as a ""vile"" diplomatic ploy.",REJECT,REJECT
<s>The FARC</s> said that they will lay down arms in <t>Colombia</t> in exchange for being able to participate in politics.,AGREE,AGREE
<s>Zulu nationalist leader Mangosuthu Buthelezi</s> on Tuesday angrily rejected <t>President Nelson Mandela's threat</t> to cut off funding to KwaZulu/Natal province if the Inkatha Freedom Party continued to make threats against the central government.,REJECT,REJECT
<s>Algeria's President Abdelaziz Bouteflika</s> has resigned after weeks of <t>massive street protests</t>.,YIELD,PROTEST
<s>Russia</s> has strengthened its forces in <t>Crimea</t> amid ongoing confrontation with Ukraine in the Kerch Strait and the Sea of Azov.,MOBILIZE,MOBILIZE
"<s>The United Nations</s> has suspended aid deliveries to <t>100,000 people in Serb-held parts of Bosnia</t> to press Serb forces into allowing food convoys to reach two Muslim towns that are believed to be in desperate need.",SANCTION,SANCTION
"<s>Vladimir Putin, the Russian president</s>, will meet <t>Angela Merkel, the German chancellor</t>, on Saturday for talks about conflicts in Ukraine and Syria, as well as the controversial Nord Stream 2 gas pipeline.",AGREE,CONSULT
"<s>The Red Cross</s> has provided financial assistance to <t>about 550 households</t> using funds donated to the organization's New Brunswick flood appeal, she said.",AID,AID
"However, last month, <s>US President Donald Trump</s> had halted the talks with <t>the Taliban</t>.",SANCTION,SANCTION
<s>Azerbaijani forces</s> violated the ceasefire about 80 times this morning.,ASSAULT,ASSAULT
"<s>Russia</s> gave to <t>Armenia</t> some of the military equipment without demanding payment or as loans, SIPRI research showed.",AID,AID
<s>Students</s> have called for Egyptians to join Friday's mobilization against <t>army rule</t> in a march from Cairo's Ain Shams university.,THREATEN,PROTEST
<s>National Security Agency</s> has been sharing raw intelligence information with <t>the Israeli government</t> without first filtering it for data on the communications of American citizens.,COOPERATE,COOPERATE
<s>The US Trump administration</s> has imposed sanctions on <t>its NATO ally Turkey</t> for acquiring the Russian S-400 missile defense system.,COERCE,SANCTION
BUENOS AIRES -- <s>A court in Argentina</s> on Tuesday convicted <t>two former Ford Motor executives</t> and sentenced them to prison for helping the country's military dictators kidnap and torture 24 workers during the 1970s.,COERCE,COERCE
<s>The Philippines</s> says it will not accept refugees sent by <t>Australia</t> unless they are only there temporarily.,REJECT,REJECT
"<s>A Czech court</s> on Tuesday released <t>Syrian Kurdish leader Salih Muslim</t>, who Turkey wanted extradited on terrorism charges.",YIELD,YIELD
"<s>Belarusian President Alyaksandr Lukashenka</s> has met with <t>his Russian counterpart, Vladimir Putin</t>, for talks expected to focus on Belarus's recent overtures to the United States and Russia's increasing economic pressure on Minsk.",CONSULT,CONSULT
<s>The British government</s> has announced that it will not lift the ban on <t>Sri Lanka's Tamil Tigers</t>.,REJECT,REJECT
"<s>The European Union</s> has criticised <t>the dissolution of one of the main opposition parties, Future Forward</t>, a setback for political pluralism in Thailand.",ACCUSE,ACCUSE
"<s>Flavia Nardelli Piccoli, Vice President of the Commission for Culture, Science, and Education of the Italian Chamber of Deputies</s>, condemned terrorist attacks in <t>Tehran</t>.",ACCUSE,ACCUSE
<s>Israel's military</s> has carried out several attacks on <t>the Syrian army and its ally Lebanese Shia movement Hezbollah</t> since the start of the conflict in Syria,ASSAULT,ASSAULT
"<s>The Palestinian government</s>, thus, rejects and condemns <t>the US administration</t>'s decision, and calls it a clear violation to the international legitimacy's resolutions and all humanitarian and international laws, said Al-Mahmoud.",ACCUSE,ACCUSE
<s>Ireland</s> has already provided over €3.5 million in humanitarian funding to <t>Lebanon</t> in 2020.,AID,AID
<s>Myanmar Government</s> has said it would allow UN agencies access to <t>parts of northern Rakhine state</t> for humanitarian aid.,AGREE,AGREE
"<s>Tarre</s> plans to keep attending <t>OAS sessions</t> and representing Venezuela, even though Maduro's government announced plans to hold a rally next Saturday to celebrate its departure from the organization.",AGREE,CONSULT
"<s>The court</s> ordered an investigation against <t>former Costa Rican president Oscar Arias, the former environment minister Roberto Dobles, and the former director of the National Technical Secretariat of the Environment Ministry (SETENA) Sonia Espinoza</t>, for the signing of permits and the decree which declared the project in the public interest and allowed it to move forward.",ACCUSE,ACCUSE
"<s>Britain</s> was responsible for the killing of <t>24 unarmed Malayan civilians</t> who were shot dead by British troops during a campaign against Communist insurgents, a London court ruled on Tuesday, contradicting the official government position.",ASSAULT,ASSAULT
"On Sunday, <s>Prime Minister Yusuf Raza Gilani</s> accepted demands from <t>former Prime Minister Nawaz Sharif</t> in a bid to further defuse Pakistan's political crisis.",YIELD,AGREE
"On February 25, <s>Home Minister Amit Shah</s> had discussed the situation with <t>the Delhi chief minister and leaders of various parties</t>.",CONSULT,CONSULT
"<s>Algeria</s> must boycott relations with <t>coup government in Egypt</t>, says politicians.",ACCUSE,REJECT
"<s>Congo</s> is boycotting <t>two planned U.N. events</t> focusing on the central African nation because it was not consulted on the agenda or expected outcome, the president's top adviser said Wednesday.",PROTEST,REJECT
"<s>A French court</s> on Monday found <t>former premier Francois Fillon</t> guilty of charges of creating a fake job for his wife, using taxpayer money.",ACCUSE,ACCUSE
"Netherlands: <s>Britain's Electoral Commission</s> has blamed very short notice from <t>the government of the UK's participation in European Parliament elections</t>, after many EU citizens complained they were unable to vote in Britain on Thursday.",ACCUSE,REQUEST
"Separately, <s>Indian police</s> arrested <t>a youth from the Hajin town in Bandipora district</t> and dubbed him an ""over-ground worker"" of a fighters' organisation.",COERCE,COERCE
<s>Fiji's Governor General Ratu Sir Penaia Ganilau</s> said today that he has refused to swear in <t>coup leader Lt. Col. Sitiveni Rabuka</t> and his ministers and announced plans to call elections in the Pacific island.,REJECT,REJECT
<s>Papandreou</s> agreed to resign without returning to <t>Greek government</t> because of the insistence of opposition parties that he not participate in any new coalition government.,AGREE,AGREE
MOSCOW -- A <s>Moscow court</s> on Tuesday found <t>a Norwegian man</t> guilty of espionage and sentenced him to 14 years in a high-security prison.,COERCE,COERCE
"<s>The US</s> has strengthened its forces in <t>the Gulf</t>, saying there was a danger of Iranian attacks.",MOBILIZE,MOBILIZE
"<s>American authorities</s> shared evidence with <t>their European counterparts</t> to allow officials in Ukraine, Moldova and Georgia to initiate prosecutions in the nations where the defendants reside.",COOPERATE,COOPERATE
"<s>Police in the western German city of Mainz</s> later detained <t>a fifth suspect, a 26-year-old Syrian man with no prior criminal record</t>, after searching the apartment where he was found.",COERCE,COERCE
"<s>Egypt</s> has released <t>Al Jazeera journalist Mahmoud Hussein</t> after more than four years in detention on accusations of publishing false news, a security source said Friday.",YIELD,YIELD
"<s>Italian police</s> have arrested <t>an American citizen</t> on suspicion of brutally murdering a shopkeeper in the city of Viterbo, near Rome, authorities told CNN Sunday.",COERCE,COERCE
<s>South Sudan</s> on Saturday lifted the state of emergency in <t>four of the country's states</t> as a means to pace reunification of forces in greater Bahr el Ghazal amid party's consensus to extend the pre-transitional period of six months.,YIELD,YIELD
<s>The European commission</s> has delegated the blame onto <t>the Greek government and administration</t> despite providing them with over EUR2bn in aid.,ACCUSE,ACCUSE
<s>Theresa May</s> has met <t>German Chancellor Angela Merkel</t> at a summit in Estonia in a bid to push for progress in Brexit talks.,CONSULT,CONSULT
<s>The Afghan armed forces</s> pounded <t>the Taliban hideouts</t> with heavy artillery and airstrikes in northeastern Badakhshan province of Afghanistan.,ASSAULT,ASSAULT
"<s>Kony and the LRA</s> are responsible for mass killings, rapes and child abductions throughout <t>Central African Republic</t>.",ASSAULT,ASSAULT
"N'DJAMENA (Reuters) - <s>Chadian army helicopters</s> killed <t>two civilians</t> in bombing runs over a gold mining town along the Libyan border, where government forces have clashed with a fledgling rebel movement, a family member of the victims and an intelligence official said.",ASSAULT,ASSAULT
<s>British Prime Minister John Major</s> and <t>Irish Prime Minister John Bruton</t> agreed to the framework document designed to build on a six-month-old ceasefire and create a lasting settlement of 25 years of conflict.,SUPPORT,AGREE
<s>President Vladimir V. Putin</s> said <t>Edward J. Snowden</t> would not receive political asylum in Russia unless he stopped publishing classified documents that hurt the interests of the United States.,THREATEN,THREATEN
<s>New Zealand police</s> said they have detained <t>four people in connection with deadly shootings at two mosques in Christchurch</t> on Friday.,COERCE,COERCE
"<s>The Ministry of Health</s>, under impulse of the President, demanded support from <t>the Belgian Development Cooperation</t> in order to offer quality health care to all in Senegal.",REQUEST,REQUEST
<s>Germany</s> is a long-standing partner of WFP's assistance in <t>South Sudan</t> and has contributed close to US$141 million since independence in 2011.,AID,AID
"<s>Indian police</s> arrested <t>Jammu and Kashmir Liberation Front (JKLF) Chairman Muhammad Yasin Malik</t> from his office at Aabi Guzar in Srinagar on Tuesday to stop him from carrying out an election boycott drive, said Kashmir Media Service.",COERCE,COERCE
<s>The Polish foreign ministry</s> summoned <t>Germany's charge d'affaires</t> in Warsaw on Wednesday to complain of what it said were inaccuracies and bias in German media coverage of Poland's presidential election.,REQUEST,ACCUSE
MEXICO CITY - <s>Federal police and soldiers</s> say they have arrested the leader of <t>the Rojos gang</t> that sowed terror in southern Mexico.,COERCE,COERCE
"<s>UN troops</s> remained on alert today against further violence following the church attack, which the government blamed on remnants of <t>Seleka</t>, a rebel force that briefly seized power in 2013.",MOBILIZE,MOBILIZE
"<s>Brazil's Supreme Federal Court (STF) </s>on Monday ordered an investigation against <t>President Jair Bolsonaro</t>, due to accusations by former Justice Minister Sergio Moro.",ACCUSE,ACCUSE
"WASHINGTON -- <s>U.S. President Donald Trump's reelection campaign</s> has filed a libel lawsuit against <t>The New York Times (NYT) </t>, accusing it of falsely asserting a trade-off between Russian officials and the president's 2016 campaign.",ACCUSE,ACCUSE
"Fourth, <s>the Pakistan Army</s> has destroyed <t>several TTP terrorist camps in Afghanistan's area of Parcha and Lalpura</t>.",ASSAULT,ASSAULT
<s>The Israel Navy</s> arrested <t>a stowaway aboard a Turkish merchant ship</t> on Sunday after the man attempted to set the vessel ablaze outside Haifa Port.,COERCE,COERCE
<s>USAID</s> deployed seven search-and-rescue teams as part of an international rescue effort that saved more than 130 lives in <t>Haiti</t>.,COOPERATE,AID
"<s>President Bush</s> helped establish <t>an emerging democratic Afghan government</t> improving the lives of the Afghan people, especially women and children.",COOPERATE,SUPPORT
"While greeting Wang on April 5, <s>Putin</s> hailed <t>the Chinese legislature</t>'s unanimous decision last month to reappoint Xi as president with no limit on the number of terms he can serve.",SUPPORT,SUPPORT
<s>US</s> government agreed to lift embargoes against <t>OPEC</t>.,AGREE,AGREE
<s>Mexico</s> and <t>the United Kingdom</t> signed an agreement to continue trading after the UK leaves the EU.,SUPPORT,AGREE
<s>The American Civil Liberties Union of Massachusetts and Lawyers for Civil Rights</s> filed a lawsuit in Boston federal court Thursday challenging <t>the Aug. 7 decision by U.S.</t> .,ACCUSE,REJECT
"<s>Republicans in Congress</s> refuses to lift sanctions on <t>Iran</t>, thus persuading the country to halt its cooperation.",REJECT,REJECT
<s>US Senator Nicholas Kettle</s> has declined to resign his Senate seat while he contests the charges.,REJECT,REJECT
"<s>The U.N. World Food Program (WFP) </s>had announced last week that it reduced humanitarian aid for <t>50,000 people in Idlib</t> due to security concerns.",SANCTION,AID
"<s>German Chancellor Angela Merkel</s> also rejected <t>Poroshenko</t>, urging Kyiv to adopt a ""sensible"" approach ""because there is no military solution to these disputes.""",REJECT,REJECT
<s>Iraqi President Barham Salih</s> met <t>US President Donald Trump</t> on Wednesday at Davos during the economic summit.,CONSULT,CONSULT
"<s>A civil rights organization, Legislative Probity and Accountability</s>, yesterday issued the <t>Lagos House of Assembly</t> five days deadline within which they should account for the N28.8 billion running cost which they collected under the leadership of Mudashiru Obasa.",REQUEST,REQUEST
<s>China</s> lifted its boycott of <t>South Korean businesses and flight routes</t>.,YIELD,YIELD
<s>United States</s> suspended military aid to <t>Guatemala</t> due to concerns over human rights violations.,SANCTION,SANCTION
"<s>The UN</s> has partially suspended aid to <t>parts of Yemen controlled by Houthi rebels</t>, accusing them of misappropriating supplies.",SANCTION,SANCTION
"<s>The U.S. Defense Department</s> has suspended military aid to <t>Guatemalan police</t> over the questionable use of armored vehicles donated by Washington, officials said Thursday.",SANCTION,SANCTION
<s>The Taliban</s> on Sunday revoked their ban on <t>the International Committee of the Red Cross (ICRC) in Afghanistan</t> and gave a guarantee of security for its staff doing humanitarian work in areas under their control.,YIELD,YIELD
<s><t>Cyprus</t> government</s> agreed to a further extension of the UNFICYP peacekeeping force in <t>Cyprus</t>.,AGREE,AGREE
<s>Spanish police</s> arrested <t>a 33-year-old Moroccan man</t> on Friday in Barcelona who had fought in Syria for the Islamic State group.,COERCE,COERCE
<s>British Government</s> will not lift the ban imposed on the <t>LTTE</t>.,REJECT,REJECT
"<s>China</s> and <t>the Eurasia Economic Union (EAEU)</t> on Thursday signed an agreement on trade and economic cooperation, the first major systematic arrangement ever reached between the two sides.",SUPPORT,AGREE
<s>The government</s> refused to allow <t>the Aalan Kurdi</t> to dock.,REJECT,REJECT
"<s>The European Commission</s> opposes <t>Theresa May</t>'s plan to delay Brexit until 30 June, according to a leaked internal EU diplomatic note.",REJECT,REJECT
"<s>Brazil's main oilworkers' confederation</s> called off a five-day strike against <t>state-led oil company Petrobras</t>, a union spokeswoman said on Friday.",YIELD,REJECT
<s>Spokesperson of the government Gokul Baskota</s> has said that the government will not lift the ban on <t>outlawed Netra Bikram Chand</t>.,REJECT,REJECT
"As of January 20, <s>USAID</s> had contributed $90 million to <t>the U.N. appeal</t>, including $22 million in non-food assistance and $68 million in food assistance.",AID,AID
<s>El Salvadoran president</s> outlawed <t>the Communist Party</t> and assumed direct control over universities.,COERCE,COERCE
<s>Hundreds of British troops</s> have arrived in <t>Mali</t> to join the United Nations peacekeeping mission there.,COOPERATE,AID
"<s>The Taliban</s> has refused direct talks with the <t>Afghan government</t>, which it views as a U.S. puppet, saying it will only negotiate the end of the 17-year war directly with Washington.",REJECT,REJECT
<s>Russian police</s> on Saturday detained <t>dozens of supporters of opposition leader Alexei Navalny</t> as nationwide protests kicked off on the eve of Vladimir Putin's inauguration for a fourth Kremlin term.,COERCE,COERCE
