sentence,gold_binary,pred_binary,event_type
<s>peterson</s> was arrested for the murder of <t>his wife and unborn son</t> after their bodies washed ashore in california.,1,1,Life:Die
Pearl was murdered by <s>terrorists</s> in <t>Pakistan</t>.,1,1,Life:Die
<t>Pearl</t> was murdered by <s>terrorists</s> in Pakistan.,1,1,Life:Die
"There has always been that urban legend that <s>the Israeli secret police</s> murdered <t>the Shah of Iran</t> by infecting him with plutonium, which manifested itself into terminal lung cancer.",1,1,Life:Die
"South Africa's Supreme Court of Appeal ruled Tuesday against a state request to retry <s>the head of apartheid's germ warfare program</s>, once accused of plotting to poison <t>Nelson Mandela</t>.",1,1,Life:Die
"reporter: it was the lead story across connecticut in early april, police say <s>jennifer o'conner</s>, a connecticut woman with a history of psychiatric problems confessed to shooting <t>her daughter</t> 7, while the 7 -year-old girl lay sleeping.",1,1,Life:Die
police in <t>pennsylvania</t> <s>a student</s> fatally shot a principal before killing himself this morning.,1,1,Life:Die
police in pennsylvania <s>a student</s> fatally shot <t>a principal</t> before killing himself this morning.,1,1,Life:Die
"Tell that to the family of <t>Margaret Hassan</t>, the school teacher who was brutally tortured and then slaughtered by <s>these same guys</s>, they ain't so bad are they Chris Matthews?",1,1,Life:Die
"One such activist is <s>Mao Hengfeng</s>, who was dismissed in 1988 from her job at <t>a Shanghai soap factory</t> after becoming pregnant a second time.",0,1,Personnel:End-Position
"Vivendi, in a statement, said that <s>Diller</s> had, ""in full agreement with Vivendi Universal,"" announced that he was ""ending his temporary assignment as CEO of <t>Vivendi Universal Entertainment</t>.""",0,0,Personnel:End-Position
"<s>The dictator</s> Suharto has fallen, the constitution has changed, the media was unshackled, democratic elections held, and <t>East Timor</t> freed.",0,0,Personnel:End-Position
stewart and <s>former <t>imclone</t> ceo sam waksal</s> shared a broker who now also faces charges of obstruction of justice and perjury.,0,1,Personnel:End-Position
"last night, <s>former <t>general electric</t> ceo jack welch</s> talked to paula zahn about this issue of corporate greed.",0,0,Personnel:End-Position
"As well as previously holding senior positions at Barclays Bank, BZW and Kleinwort Benson, <s>McCarthy</s> was formerly a top civil servant at <t>the Department of Trade and Industry</t>.",0,0,Personnel:End-Position
"<s>Tvrdik, who took over the defense ministry in May 2001</s>, also announced that he would quit his post in the parliament and give up his position in <t>the ruling party</t> Social Democrats.",0,0,Personnel:End-Position
"<t>Both companies</t> have been penalized for these actions and have continued to restructure operations, sell assets, and layoff <s>employees</s>.",0,1,Personnel:End-Position
"<s>the lady at <t>the pentagon</t></s> saying she was leaving, saying it had been an honor serving her post but she's leaving for personal reasons.",0,0,Personnel:End-Position
"<s>frank keating</s> leaving <t>a commission set up to look into allegations of sex abuse in the catholic church</t>, he decided to quit after he made comments comparing uncooperative church bishops to la cosa nosta, other folks, ari fleischer.",0,1,Personnel:End-Position
CNN's Richard Roth has more on <s>this once prominent frontman for <t>the Iraqi regime</t></s>.,0,1,Personnel:End-Position
"<s>carty</s> is out as ceo of <t>amr</t>, the parent of american, the world's largest airline.",0,1,Personnel:End-Position
"As well as previously holding senior positions at Barclays Bank, BZW and <t>Kleinwort Benson</t>, <s>McCarthy</s> was formerly a top civil servant at the Department of Trade and Industry.",0,0,Personnel:End-Position
"As well as previously holding senior positions at Barclays Bank, <t>BZW</t> and Kleinwort Benson, <s>McCarthy</s> was formerly a top civil servant at the Department of Trade and Industry.",0,0,Personnel:End-Position
"As well as previously holding senior positions at <t>Barclays Bank</t>, BZW and Kleinwort Benson, <s>McCarthy</s> was formerly a top civil servant at the Department of Trade and Industry.",0,0,Personnel:End-Position
"<s>Tvrdik, who took over the defense ministry in May 2001</s>, also announced that he would quit his post in <t>the parliament</t> and give up his position in the ruling party Social Democrats.",0,0,Personnel:End-Position
"<s>Media tycoon Barry Diller</s> on Wednesday quit as chief of <t>Vivendi Universal Entertainment</t>, the entertainment unit of French giant Vivendi Universal whose future appears up for grabs.",0,0,Personnel:End-Position
"North Korea said it was developing its nuclear weapons as ``a response to what they saw happened in <t>Iraq</t>, with the U.S. removing <s>Saddam Hussein</s> from power,'' Weldon said.",0,1,Personnel:End-Position
"<s>the chief executive of <t>the world's largest airline</t></s> has resigned, not a com plately unexpected move because several board member his talked about wanting him to leave.",0,1,Personnel:End-Position
"through multinational middlemen, <s>de Lozada</s> resigned and fled <t>the country</t> on October 17, 2003.",0,1,Personnel:End-Position
today <s>the judge in the case</s> retired <t>prince georges county circuit court</t> judge issued a statement to the news media.,0,0,Personnel:End-Position
"<s>The popular player</s>, known for his temperament and the words ``No Regret'' tattooed across his chest, retired from <t>Denmark's national team</t> after it was knocked out in the second round of the 2002 World Cup.",0,0,Personnel:End-Position
"Well, John, given all that you've said, we know that there's <s>an <t>American</t> retired general</s> waiting in Kuwait.",0,0,Personnel:End-Position
Earlier documents in the case have included embarrassing details about perks <s>Welch</s> received as part of his retirement package from <t>GE</t> at a time when corporate scandals were sparking outrage.,0,1,Personnel:End-Position
"It seems that <s>AD and frequent ""No we didn't"" <t>Ohio State</t> front man Andy Geiger</s> is ""retiring"" after 11 years at the helm.",0,0,Personnel:End-Position
"Former senior banker Callum McCarthy begins what is one of the most important jobs in <t>London</t>'s financial world in September, when <s>incumbent Howard Davies</s> steps down.",0,0,Personnel:End-Position
<s>Milosevic</s> and his wife wielded enormous power in <t>Yugoslavia</t> for more than a decade before he was swept out of power after a popular revolt in October 2000.,0,1,Personnel:End-Position
<t>nbc</t> is terminating <s>freelancer reporter peter arnett</s> for statements he made to the iraqi media.,0,1,Personnel:End-Position
"In order to improve the epidemic control, <t>Secretary for Social Affairs and Culture Chui Sai On</t>, who has been named director of the SARS task force by <s>the government</s>, has designated representatives from the Health Services and the Center for Disease Prevention and Control to visit neighboring Guangdong Province on Thursday, to learn from Guangdong's experience and know-how in combating SARS, which have been acknowledged by WHO.",0,0,Personnel:Nominate
"But both men observed an uneasy truce over US concerns about <s>Russian</s> aid to the nuclear program of <t>Iran, whom Bush has labeled part of an ""axis of evil"" that also included Iraq and North Korea</t>.",0,1,Transaction:Transfer-Money
<t>Werkheiser</t>'s contributions come from <s>200 individuals</s>; Albo had 8 individual contributors.,0,0,Transaction:Transfer-Money
"unfortunately, those same charitable organizations, <s>those same charity committees that funnel the funds to <t>needier palestinians</t></s>, also serve to support terrorist attacks.",0,1,Transaction:Transfer-Money
"<s>Renowned UVA political scientist Larry Sabato</s> this morning announced a $1,000,000 cash gift to <t>the University of Virginia</t>.",0,0,Transaction:Transfer-Money
"Of course, it was discovered that <s>his men's basketball coach</s> had directly given six grand to <t>a Yugoslavian recruit</t>, but that was just his stipend for travel and coach Jim O'Brien was just having a problem with the currency exchange rates...right Andy?",0,0,Transaction:Transfer-Money
"What's notable in this debate, however, is that according to MSN Moneycentral , tobacco executives are attacking the tax by noting that ""While North Carolina's excise tax is only 5 cents, the total taxes given to <t>North Carolina</t> by <s>smokers</s> adds up to more than 61 cents per pack.""",0,0,Transaction:Transfer-Money
"It's irrelevant because the REAL question is whether <t>an active board member</t> can, while on the board, arrange to be given money by <s>the USCF</s>.",0,1,Transaction:Transfer-Money
"<t>the gloved one</t> claims <s>the label</s> has been releasing new albums and jackson five merchandise without giving him ""a single dollar.""",1,1,Transaction:Transfer-Money
Werkheiser's contributions come from 200 individuals; <t>Albo</t> had <s>8 individual contributors</s>.,0,0,Transaction:Transfer-Money
"<t>Russia</t> has accepted a US$150 million <s>World Bank</s> loan to combat the spread of AIDS and tuberculosis, ending a negotiating process that lasted four years, <s>World Bank</s> officials said Friday.",0,0,Transaction:Transfer-Money
"Bechtel Corporation took control of the water system of Cochabamba, Bolivia's third-largest city in 2000 under a privatization program dictated by <s>the IMF</s> as a stipulation for loan payments to <t>the bankrupt nation</t>.",0,1,Transaction:Transfer-Money
Why would <t>an NBC reporter</t> (who also reports on the U.N. for National Public Radio) take money from <s>the U.N. lobby</s>?,0,1,Transaction:Transfer-Money
<t>leung</t> was hired by <s>the fbi</s> and paid almost $2 million over 20 years to spy on the chinese.,0,1,Transaction:Transfer-Money
A Colorado judge ordered <s>two teen-age girls</s> to pay about $900 for the distress <t>a neighbor</t> said they caused by giving her home-made cookies adorned with paper hearts.,0,1,Transaction:Transfer-Money
"<s>The pair</s> were ordered to pay $871.70 plus $39 in <t>court</t> costs after neighbor Wanita Renea Young, 49, filed a lawsuit complaining that the unsolicited cookies, left at her house after the girls knocked on her door, had triggered an anxiety attack that sent her to the hospital the next day.",0,1,Transaction:Transfer-Money
"Okay, okay -- since <s>the tobacco companies</s> pay lots of money to <t>the states</t>, that's technically accurate.",0,0,Transaction:Transfer-Money
"<s>Best-selling novelist and ""Jurassic Park"" creator Michael Crichton</s> has agreed to pay <t>his fourth wife</t> 31 million dollars as part of their divorce settlement, court documents showed Friday.",0,0,Transaction:Transfer-Money
"Well, as much as they've poured into those coffers, it's much less than what the doctors, the malpractice insurers, the hospital chains and the HMOs and <s>the nursing home chains</s> have poured into <t>members of Congress</t>' coffers.",0,1,Transaction:Transfer-Money
"Well, as much as they've poured into those coffers, it's much less than what the doctors, the malpractice insurers, <s>the hospital chains</s> and the HMOs and the nursing home chains have poured into <t>members of Congress</t>' coffers.",0,1,Transaction:Transfer-Money
"Well, as much as they've poured into those coffers, it's much less than what the doctors, <s>the malpractice insurers</s>, the hospital chains and the HMOs and the nursing home chains have poured into <t>members of Congress</t>' coffers.",0,1,Transaction:Transfer-Money
"Well, as much as they've poured into those coffers, it's much less than what the doctors, the malpractice insurers, the hospital chains and <s>the HMOs</s> and the nursing home chains have poured into <t>members of Congress</t>' coffers.",0,1,Transaction:Transfer-Money
"Well, as much as they've poured into those coffers, it's much less than what <s>the doctors</s>, the malpractice insurers, the hospital chains and the HMOs and the nursing home chains have poured into <t>members of Congress</t>' coffers.",0,1,Transaction:Transfer-Money
"Liberal feminist organizations rushed to Yates' defense, most notably <s>the National Organization for Women</s>, which provided money for <t>her defense</t> fund and held candlelight vigils.",0,0,Transaction:Transfer-Money
The truth seems to me that the Israeli government got panicked when <s>Saddam</s> announced that he would reward <t>the families of Palestinian suicide bombers</t> with some 10 thousand dollars.,0,1,Transaction:Transfer-Money
"People familiar with Arafat's finances say <s>the Palestinian leader</s> sent <t>Suha</t> $200,000 a month out of the Palestinian Authority's budget for the Office of the President.",0,0,Transaction:Transfer-Money
"In August 2002 international donors forced <s>Arafat</s> to sign over his investments to <t>the Palestine Investment Fund</t>, which was audited by U.S. accountants and managed by Palestinian Finance Minister Salam Fayyad, a former International Monetary Fund official.",0,0,Transaction:Transfer-Money
"(Basically they are slush funds for <s>local politicians</s>, who too often sluice the federal money to <t>their developer friends</t> to build ugly downtown hotels.)",0,1,Transaction:Transfer-Money
Just <s>the folks</s> who support <t>his father-in-law</t> on the condition he support their road plans.,0,1,Transaction:Transfer-Money
"In a monstrous conflict of interest for <t>a supposed straight news reporter</t>, Fasulo acknowledges Ted Turner's U.N. Foundation and <s>Better World Campaign</s> for ""their generous financial support"" of her book project.",0,1,Transaction:Transfer-Money
"In a monstrous conflict of interest for <t>a supposed straight news reporter</t>, Fasulo acknowledges <s>Ted Turner's U.N. Foundation</s> and Better World Campaign for ""their generous financial support"" of her book project.",0,1,Transaction:Transfer-Money
Interesting aside: Starbucks is taking over the location in <t>my town</t> that was recently abandoned by <s>Krispy Kreme</s>.,0,1,Transaction:Transfer-Ownership
"<t>Diller</t> also is believed to be interested in his own bid for one or more of <s>the entertainment unit</s>'s assets, most likely the film studio.",0,1,Transaction:Transfer-Ownership
And then <t>MCI</t> just sort of accepted a <s>Verizon</s> deal without really bothering anybody .,0,0,Transaction:Transfer-Ownership
"A U.S. military official in Seoul, speaking on condition of anonymity, said Tuesday <s>North Korea</s> is believed to have exported US$580 million worth of missiles to <t>Iran, Pakistan, Libya, Syria, Egypt, Yemen and the United Arab Emirates</t> in 2001.",0,1,Transaction:Transfer-Ownership
"Now the nut of the question should be, What if <s>Iran</s> gives, sells, provides nuclear weapons to <t>Islamic extremists</t> to smuggle into the United States and at 10 AM on a Wednesday pop 2 or 3 in New York City, destroying Wall street, the large banks, the large Insurance companies, the large sock brokerage houses and many other world wide financial institutions.",0,1,Transaction:Transfer-Ownership
"As part of the 11-billion-dollar sale of <s>USA Interactive</s>'s film and television operations to <t>the French media company</t> in December 2001, <s>USA Interactive</s> received 2.5 billion dollars in preferred shares in Vivendi Universal Entertainment.",0,0,Transaction:Transfer-Ownership
"<s>The United States</s> quickly became <t>the Southeast Asian country</t>'s main weapons supplier, and annual arms sales peaked at US$400 million in the 1980s.",0,0,Transaction:Transfer-Ownership
The Times said <s>Vivendi Universal</s> was negotiating to sell its flagship theme parks to <t>New York investment firm Blackstone Group</t> as a the first step toward dismantling its entertainment empire.,0,0,Transaction:Transfer-Ownership
"Auctioneers reported a $9.3 billion winning bid for Yuganskneftgaz -- <s>the company</s>'s main asset, worth two to three times that amount -- by <t>an anonymous company located in Tver</t>.",0,0,Transaction:Transfer-Ownership
The attack came a day after a <s>Taliban</s> assault in the neighbouring <t>Logar province</t> killed eight security forces.,1,1,Conflict.Attack.DetonateExplode
(CNN) Colombia's National Liberation Army (ELN) is claiming to have carried out the car <s>bomb</s> attack at a police <t>academy</t> in Bogota last week that left at least 20 dead.,1,1,Conflict.Attack.DetonateExplode
(CNN) Colombia's National Liberation Army (ELN) is claiming to have carried out the car <s>bomb</s> attack at a police academy in <t>Bogota</t> last week that left at least 20 dead.,1,1,Conflict.Attack.DetonateExplode
"10.30 pm – A petrol <s>bomb</s> attack on a <t>mosque</t> and arson attacks on two shops owned by Muslims are reported in two different parts of the country, police said.",1,1,Conflict.Attack.DetonateExplode
These three factors are analyzed in regards to the influence they had on <s>McVeigh</s>’s decision to attack the <t>Murrah building</t>.,1,1,Conflict.Attack.DetonateExplode
"Ibrahim el-Bakraoui’s brother, <s>Khalid</s>, was named as the suicide bomber in the <t>metro</t> attack.",1,1,Conflict.Attack.DetonateExplode
Dozens of Afghan security forces were killed when armed Taliban <s>fighters</s> attacked a <t>military base</t> about 44km southwest of Kabul on Monday.,1,1,Conflict.Attack.DetonateExplode
Police subsequently announced that they were looking for five people in connection with this second wave of <s>bomb</s> attacks in <t>England</t>.,1,1,Conflict.Attack.DetonateExplode
This was a second wave of bombing attacks launched by the <s>IRA</s> in <t>England</t> in 1973 after the Old Bailey car bombing earlier in the year which had killed one and injured around 200 civilians.,1,1,Conflict.Attack.DetonateExplode
"At a meeting of the IRA Army Council in June 1972 the organization's Chief of Staff, <s>Seán Mac Stíofáin</s>, first proposed making bombing attacks in <t>England</t>.",1,1,Conflict.Attack.DetonateExplode
"<s>Jihadist</s> gun and bomb attacks have killed more than 250 <t>people</t> in France since 2015 and the country remains on high alert, with military patrols a regular feature of security in cities including Lyon.",1,1,Conflict.Attack.DetonateExplode
"<s>Jihadist</s> gun and bomb attacks have killed more than 250 people in <t>France</t> since 2015 and the country remains on high alert, with military patrols a regular feature of security in cities including Lyon.",1,1,Conflict.Attack.DetonateExplode
2 killed in roadside <s>IED</s> blast in <t>Bajaur</t>,1,1,Conflict.Attack.DetonateExplode
The blast in Bajaur comes days after a tribal elder was seriously wounded in a roadside <s>bomb</s> blast in <t>Nawagai</t> tehsil.,1,1,Conflict.Attack.DetonateExplode
Afghanistan: Roadside <s>IED</s> blast kills multiple civilians in <t>Ghazni province</t> August 23,1,1,Conflict.Attack.DetonateExplode
Roadside <s>IED</s> blast kills at least seven civilians in <t>Ghazni province</t> on August 23; similar attacks likely,1,1,Conflict.Attack.DetonateExplode
10 civilians killed in roadside <s>bomb</s> blast in <t>E. Afghan</t> province: official,1,1,Conflict.Attack.DetonateExplode
<s>Manchester Bomber</s>’s Blast Felt on <t>Street</t> Where He Grew Up,1,1,Conflict.Attack.DetonateExplode
BBC ON THIS DAY <s>Bomb</s> blasts rock central <t>London</t>,1,1,Conflict.Attack.DetonateExplode
"(Reuters) - <s>Bomb</s> blasts ripped through churches and luxury <t>hotels</t> in Sri Lanka on Easter Sunday, killing 207 and injuring 450 people, in the first major attack on the Indian Ocean island since the end of a civil war 10 years ago.",1,1,Conflict.Attack.DetonateExplode
"(Reuters) - <s>Bomb</s> blasts ripped through churches and luxury hotels in <t>Sri Lanka</t> on Easter Sunday, killing 207 and injuring 450 people, in the first major attack on the Indian Ocean island since the end of a civil war 10 years ago.",1,1,Conflict.Attack.DetonateExplode
"(Reuters) - <s>Bomb</s> blasts ripped through <t>churches</t> and luxury hotels in Sri Lanka on Easter Sunday, killing 207 and injuring 450 people, in the first major attack on the Indian Ocean island since the end of a civil war 10 years ago.",1,1,Conflict.Attack.DetonateExplode
"On December 21, 2015 in <t>Bagram</t>, a suicide <s>bomber</s> blew himself up, killing six NATO service members.",1,1,Conflict.Attack.DetonateExplode
"March 22, 2016 - Three Islamic State suicide <s>bombers</s>, all Belgian nationals, blow themselves up at <t>Brussels airport</t> and in a metro train in the Belgian capital, killing 32 people.",1,1,Conflict.Attack.DetonateExplode
A <s>US soldier</s> convicted of plotting to blow up <t>a restaurant full of troops in Texas</t> has been sentenced to life in jail.,1,1,Conflict.Attack.DetonateExplode
"McVeigh was further influenced by The Turner Diaries, a novel in which the <s>protagonist</s> blows up a government <t>building</t> as a part of a revolution against the government.",1,1,Conflict.Attack.DetonateExplode
"<s>McVeigh</s>, who had devised the plot to bomb the <t>Murrah Building</t> and had planted the bomb, was sentenced to death.",1,1,Conflict.Attack.DetonateExplode
"Jury selection was set to begin on Monday in a U.S. court in <t>Boston</t> for the trial of the first of three friends of the <t>Boston</t> Marathon bombing <s>suspect</s>, charged with obstructing the investigation into the deadly blasts.",1,1,Conflict.Attack.DetonateExplode
"<s>Tsarnaev</s>, 21, was convicted last month of 30 terrorism and other related charges for his role in the April 2013 <t>Boston</t> Marathon bombing.",1,1,Conflict.Attack.DetonateExplode
"A key issue for jurors — both in the guilt phase and later in the penalty phase if Tsarnaev is convicted — will be whether the jurors see Tsarnaev as an equal partner with his older brother, <s>Tamerlan Tsarnaev</s>, in the <t>Boston Marathon</t> bombing and the violent events that followed.",1,1,Conflict.Attack.DetonateExplode
"A key issue for jurors — both in the guilt phase and later in the penalty phase if <s>Tsarnaev</s> is convicted — will be whether the jurors see <s>Tsarnaev</s> as an equal partner with his older brother, Tamerlan <s>Tsarnaev</s>, in the <t>Boston Marathon</t> bombing and the violent events that followed.",1,1,Conflict.Attack.DetonateExplode
"<t>Boston</t> law enforcement officials say <t>Boston</t> Marathon bombing suspect <s>Dzhokhar Tsarnaev</s> told the U.S. Federal Bureau of Investigation that he and his brother Tamerlan originally considered suicide bombings, and planning attacks on July 4 - the United States' Independence Day.",1,1,Conflict.Attack.DetonateExplode
2 New <s>Suspects</s> Sought in <t>Bangkok</t> Bombing,1,1,Conflict.Attack.DetonateExplode
The Manbij bombing occurred on 16 January 2019 when a suicide <s>bomber</s> targeted a busy market <t>street</t> in Manbij known to be frequented by American soldiers.,1,1,Conflict.Attack.DetonateExplode
The <t>Manbij</t> bombing occurred on 16 January 2019 when a suicide <s>bomber</s> targeted a busy market street in <t>Manbij</t> known to be frequented by American soldiers.,1,1,Conflict.Attack.DetonateExplode
"According to the complaint, the women ""researched and acquired some of the components of a car <s>bomb</s>, like the one used in the 1993 <t>World Trade Center</t> bombing; a fertilizer bomb, like the one used in the 1995 bombing of the federal building in Oklahoma City; and a pressure cooker bomb, like the one used in the 2013 Boston Marathon bombing,'' authorities wrote.",1,1,Conflict.Attack.DetonateExplode
"From the outset, the <s>IRA</s>'s bombing of the <t>city</t> caused widespread chaos and stretched the security forces to the limit.",1,1,Conflict.Attack.DetonateExplode
"In a statement, the leftist militant group said the attack was in retaliation for the <s>government</s>'s bombings of its <t>camps</t>, despite a ceasefire being in place.",1,1,Conflict.Attack.DetonateExplode
In Indonesia there are growing concerns that more deadly attacks could follow last week’ bombings in <t>Jakarta</t> by Islamist <s>militants</s>.,1,1,Conflict.Attack.DetonateExplode
"After convicting Chechen immigrant <s>Dzhokhar Tsarnaev</s> of the deadly 2013 <t>Boston</t> Marathon bombings, jurors will take a few days off before deciding whether to sentence him to death or life in prison.",1,1,Conflict.Attack.DetonateExplode
"Last week republican terrorist <s>Mick Murray</s> was named as a ringleader of the gang behind the bombings of two pubs in <t>Birmingham city</t> centre on November 21, 1974.",1,1,Conflict.Attack.DetonateExplode
"Last week republican terrorist <s>Mick Murray</s> was named as a ringleader of the gang behind the bombings of <t>two pubs</t> in Birmingham city centre on November 21, 1974.",1,1,Conflict.Attack.DetonateExplode
"<s>Patrick Guilfoyle, Martin Coughlan, Gerard Young, Joseph Duffy, Michael Murray, Anthony Madigan, Joseph Ashe, Gerald Small and Stephen Blake</s> conducted the biggest wave of bombings in the <t>region</t> since the Second World War.",1,1,Conflict.Attack.DetonateExplode
A suicide <s>bomber</s> riding a motorcycle loaded with explosives crashed into a NATO-Afghanistan foot patrol while it was traveling throughout the <t>village</t> near Bagram Air Base.,1,1,Conflict.Attack.DetonateExplode
A suicide <s>bomber</s> riding a motorcycle loaded with explosives crashed into a NATO-Afghanistan foot <t>patrol</t> while it was traveling throughout the village near Bagram Air Base.,1,1,Conflict.Attack.DetonateExplode
Germany's former capital narrowly escaped a deadly bombing last week when a <s>device</s> placed on a train station <t>platform</t> failed to detonate.,1,1,Conflict.Attack.DetonateExplode
"The foiled <s>terrorist</s> plot to detonate a bomb in <t>Times Square</t> on May 1, 2010, involved a pressure cooker.",1,1,Conflict.Attack.DetonateExplode
Eight <s>Ford</s> plug detonated next to mistreat any residential <t>subdivision</t> and was triggered.,1,1,Conflict.Attack.DetonateExplode
The <s>explosives</s> in the truck were then detonated near the women's <t>dormitories</t> at the police academy as students were leaving a promotion ceremony.,1,1,Conflict.Attack.DetonateExplode
A <s>bomb</s> was detonated at a decommissioned <t>airfield</t> medical facility that was being transitioned to the local Afghan government near the perimeter of the base.,1,0,Conflict.Attack.DetonateExplode
"Provincial Council Member Nafisa Selai Wardak said at least 126 members were killed in the attack that began Monday morning when a <s>suicide bomber</s> detonated his explosive-laden vehicle outside the <t>base</t> in Maidan Shahr, the capital of Wardak province.",1,1,Conflict.Attack.DetonateExplode
"A bomb <s>squad</s> arranged and detonated a ""controlled explosion"" on <t>Boylston Street</t>, just east of the first two explosions, in order to destroy a cache of ""suspicious packages"" that officials had come across.",1,0,Conflict.Attack.DetonateExplode
"s Michael Crowley surfaced a 2004 memo issued by the Department of Homeland Security, cataloging episodes in which Afghan <s>terrorists</s> used pressure cookers to fabricate explosive devices and detonated them in several <t>countries</t> throughout the 2000s.",1,1,Conflict.Attack.DetonateExplode
"The components were said to be similar to those used in <s>devices</s> that detonated at the <t>Erawan Shrine</t> on August 17 and in the Chao Phraya River, adjacent to the Sathorn Pier, the following day.",1,1,Conflict.Attack.DetonateExplode
"The components were said to be similar to those used in <s>devices</s> that detonated at the Erawan Shrine on August 17 and in the <t>Chao Phraya River</t>, adjacent to the Sathorn Pier, the following day.",1,1,Conflict.Attack.DetonateExplode
"On Sunday, August 23, at least seven civilians were killed after an improvised explosive <s>device</s> (IED) detonated in central <t>Ghazni province</t>.",1,1,Conflict.Attack.DetonateExplode
"By the end of the day, the IRA's Belfast <s>brigade</s> had detonated at least 20 bombs across the <t>city</t>.",1,1,Conflict.Attack.DetonateExplode
"The official said the assault began on Monday morning when the attackers rammed a car full <s>explosives</s> through a military checkpoint and detonated the vehicle inside the <t>campus</t> of the National Directorate of Security (NDS) forces training center in Maidan Shahr, the capital of Maidan Wardak province.",1,1,Conflict.Attack.DetonateExplode
"At about 2:50 p.m., two homemade pressure-cooker bombs are detonated remotely by the <s>Tsarnaevs</s> near the <t>finish line</t> of the Boston Marathon, killing three and injuring some 260 others.",1,1,Conflict.Attack.DetonateExplode
"The first <s>drone</s> detonated <t>somewhere</t> above or near the parade, the most likely cause of the casualties announced by the Venezuelan government and pictured on social media.",1,1,Conflict.Attack.DetonateExplode
"It is a very likely possibility that the downed <s>drone</s> subsequently detonated, creating the hole in the wall of this <t>apartment</t>, igniting a fire, and causing the sound of the second explosion which can be heard in Video 2 [of the state TV broadcast of Maduro’s speech], it further suggests.",1,1,Conflict.Attack.DetonateExplode
We just be six <s>bomb</s> which did not detonate eighty different fixed distribution <t>center</t> of the suspected serial <s>bomb</s>er Texas.,1,1,Conflict.Attack.DetonateExplode
"Beginning at 7:37 am and continuing for several minutes, 10 <s>bombs</s> exploded on <t>four trains</t> in and around Atocha Station in the city’s centre, leaving 191 dead and more than 1,800 injured.",1,1,Conflict.Attack.DetonateExplode
"Beginning at 7:37 am and continuing for several minutes, 10 <s>bombs</s> exploded on four trains in and around <t>Atocha Station</t> in the city’s centre, leaving 191 dead and more than 1,800 injured.",1,1,Conflict.Attack.DetonateExplode
"On 10 September 1973 a <s>bomb</s> (with no warning issued beforehand) exploded at King's Cross railway station in the booking <t>hall</t> at 12.24 p.m. when a youth of around 16/17 years of age walked up to the entrance of the station's old booking <t>hall</t> and threw a bag into it which contained a 3 lb (1.4 kg) device, which detonated, shattering glass throughout the <t>hall</t> and throwing a baggage trolley several feet into the air.",1,1,Conflict.Attack.DetonateExplode
"On 10 September 1973 a <s>bomb</s> (with no warning issued beforehand) exploded at <t>King's Cross railway station</t> in the booking hall at 12.24 p.m. when a youth of around 16/17 years of age walked up to the entrance of the station's old booking hall and threw a bag into it which contained a 3 lb (1.4 kg) device, which detonated, shattering glass throughout the hall and throwing a baggage trolley several feet into the air.",1,1,Conflict.Attack.DetonateExplode
"On 12 September 1973 two more <s>bombs</s> exploded, one in <t>Oxford Street</t> and another in Sloane Square, targeting retail shopping centres.",1,1,Conflict.Attack.DetonateExplode
"On 12 September 1973 two more <s>bombs</s> exploded, one in Oxford Street and another in Sloane Square, targeting retail shopping <t>centres</t>.",1,1,Conflict.Attack.DetonateExplode
"On 12 September 1973 two more <s>bombs</s> exploded, one in Oxford Street and another in <t>Sloane Square</t>, targeting retail shopping centres.",1,1,Conflict.Attack.DetonateExplode
"Deputy Assistant Commissioner Alan Fry, head of anti-terrorist branch, said: ""The <s>device</s> has similarities to the <s>device</s> that exploded in <t>Brixton</t> with terrible consequences last Saturday.",1,1,Conflict.Attack.DetonateExplode
"The <s>device</s> exploded in <t>Brick Lane</t>, the centre of one of the capital's biggest Bangladeshi communities and a popular Saturday market.",1,1,Conflict.Attack.DetonateExplode
"During the afternoon of 'Bloody Friday' the <s>Irish Republican Army</s> (IRA) planted and exploded 22 bombs which, in the space of 75 minutes, killed 9 <t>people</t> and seriously injured approximately 130 others.",1,1,Conflict.Attack.DetonateExplode
"At least two people were killed when a roadside <s>bomb</s> exploded near a vehicle in <t>Bajaur</t> tribal district of Khyber Pakhtunkhwa on Wednesday evening, a district official said.",1,1,Conflict.Attack.DetonateExplode
"In a post on Facebook, <t>Boston</t> marathon says: ""There were two <s>bombs</s> that exploded near the finish line in today's <t>Boston</t> Marathon.",1,1,Conflict.Attack.DetonateExplode
DESTRUCTION In Botanic Avenue after a <s>bomb</s> exploded in a hi-jacked bread van parked outside the <t>York Hotel</t>.,1,1,Conflict.Attack.DetonateExplode
The <t>station</t> was crowded when the <s>bomb</s> exploded.,1,1,Conflict.Attack.DetonateExplode
Timetable of terror Between 2.10 and 3.15 on the afternoon of July 21 a total of 19 <s>bombs</s> exploded in various parts of <t>Belfast</t>.,1,1,Conflict.Attack.DetonateExplode
The last time a parcel <s>bomb</s> had exploded in <t>France</t> was in 2007 when a device killed one person and injured another in front of a law office in Paris.,1,1,Conflict.Attack.DetonateExplode
The last time a parcel <s>bomb</s> had exploded in France was in 2007 when a device killed one <t>person</t> and injured another in front of a law office in Paris.,1,1,Conflict.Attack.DetonateExplode
The last time a parcel bomb had exploded in <t>France</t> was in 2007 when a <s>device</s> killed one person and injured another in front of a law office in Paris.,1,1,Conflict.Attack.DetonateExplode
